Window_Idx	Start	End	Center	Pred_Label	Prob_Neu	Prob_Hard	Prob_Soft
4063	490792	492647	491541	NEUTRAL	1.0000	0.0000	0.0000
4064	490849	492738	491638	NEUTRAL	0.9995	0.0000	0.0005
4065	490915	492854	491722	NEUTRAL	1.0000	0.0000	0.0000
4066	491014	492925	491776	NEUTRAL	1.0000	0.0000	0.0000
4067	491095	493024	491913	NEUTRAL	1.0000	0.0000	0.0000
4068	491194	493135	492067	NEUTRAL	1.0000	0.0000	0.0000
4069	491244	493234	492211	NEUTRAL	1.0000	0.0000	0.0000
4070	491336	493436	492303	NEUTRAL	1.0000	0.0000	0.0000
4071	491401	493548	492466	NEUTRAL	1.0000	0.0000	0.0000
4072	491491	493594	492595	NEUTRAL	0.9983	0.0001	0.0016
4073	491541	493701	492647	NEUTRAL	0.9989	0.0000	0.0011
4074	491638	493771	492738	NEUTRAL	0.9997	0.0000	0.0003
4075	491722	493849	492854	NEUTRAL	0.9972	0.0001	0.0027
4076	491776	493971	492925	NEUTRAL	1.0000	0.0000	0.0000
4077	491913	494058	493024	NEUTRAL	0.9989	0.0001	0.0011
4078	492067	494374	493135	NEUTRAL	0.9969	0.0000	0.0031
4079	492211	494445	493234	NEUTRAL	0.9993	0.0001	0.0005
4080	492303	494484	493436	NEUTRAL	0.9989	0.0001	0.0010
4081	492466	494516	493548	NEUTRAL	0.9973	0.0003	0.0025
4082	492595	494601	493594	NEUTRAL	0.9966	0.0008	0.0025
4083	492647	494682	493701	NEUTRAL	0.9968	0.0005	0.0027
4084	492738	494768	493771	NEUTRAL	1.0000	0.0000	0.0000
4085	492854	494805	493849	NEUTRAL	1.0000	0.0000	0.0000
4086	492925	494851	493971	NEUTRAL	1.0000	0.0000	0.0000
4087	493024	494931	494058	NEUTRAL	0.9999	0.0000	0.0001
4088	493135	494955	494374	NEUTRAL	0.9999	0.0000	0.0001
4089	493234	495024	494445	NEUTRAL	0.9998	0.0000	0.0002
4090	493436	495111	494484	NEUTRAL	0.9999	0.0000	0.0001
4091	493548	495439	494516	NEUTRAL	0.9999	0.0000	0.0001
4092	493594	495508	494601	NEUTRAL	1.0000	0.0000	0.0000
4093	493701	495662	494682	NEUTRAL	1.0000	0.0000	0.0000
4094	493771	495719	494768	NEUTRAL	1.0000	0.0000	0.0000
4095	493849	495844	494805	NEUTRAL	1.0000	0.0000	0.0000
4096	493971	495901	494851	NEUTRAL	1.0000	0.0000	0.0000
4097	494058	496059	494931	NEUTRAL	1.0000	0.0000	0.0000
4098	494374	496206	494955	NEUTRAL	1.0000	0.0000	0.0000
4099	494445	496335	495024	NEUTRAL	1.0000	0.0000	0.0000
4100	494484	496427	495111	NEUTRAL	1.0000	0.0000	0.0000
4101	494516	496479	495439	NEUTRAL	1.0000	0.0000	0.0000
4102	494601	496560	495508	NEUTRAL	1.0000	0.0000	0.0000
4103	494682	496644	495662	NEUTRAL	1.0000	0.0000	0.0000
4104	494768	496728	495719	NEUTRAL	1.0000	0.0000	0.0000
4105	494805	496823	495844	NEUTRAL	1.0000	0.0000	0.0000
4106	494851	496868	495901	NEUTRAL	1.0000	0.0000	0.0000
4107	494931	496944	496059	NEUTRAL	1.0000	0.0000	0.0000
4108	494955	497013	496206	NEUTRAL	1.0000	0.0000	0.0000
4109	495024	497162	496335	NEUTRAL	1.0000	0.0000	0.0000
4110	495111	497222	496427	NEUTRAL	1.0000	0.0000	0.0000
4111	495439	497290	496479	NEUTRAL	1.0000	0.0000	0.0000
4112	495508	497348	496560	NEUTRAL	1.0000	0.0000	0.0000
4113	495662	497410	496644	NEUTRAL	1.0000	0.0000	0.0000
4114	495719	497468	496728	NEUTRAL	1.0000	0.0000	0.0000
4115	495844	497522	496823	NEUTRAL	1.0000	0.0000	0.0000
4116	495901	497595	496868	NEUTRAL	1.0000	0.0000	0.0000
4117	496059	497684	496944	NEUTRAL	1.0000	0.0000	0.0000
4118	496206	497709	497013	NEUTRAL	1.0000	0.0000	0.0000
4119	496335	497754	497162	NEUTRAL	0.9999	0.0000	0.0000
4120	496427	497819	497222	NEUTRAL	1.0000	0.0000	0.0000
4121	496479	498117	497290	NEUTRAL	1.0000	0.0000	0.0000
4122	496560	498166	497348	NEUTRAL	1.0000	0.0000	0.0000
4123	496644	498259	497410	NEUTRAL	0.9994	0.0000	0.0006
4124	496728	498333	497468	NEUTRAL	0.9970	0.0001	0.0029
4125	496823	498450	497522	NEUTRAL	1.0000	0.0000	0.0000
4126	496868	498511	497595	NEUTRAL	1.0000	0.0000	0.0000
4127	496944	498564	497684	NEUTRAL	0.9999	0.0000	0.0001
4128	497013	498625	497709	NEUTRAL	1.0000	0.0000	0.0000
4129	497162	498696	497754	NEUTRAL	1.0000	0.0000	0.0000
4130	497222	498724	497819	NEUTRAL	1.0000	0.0000	0.0000
4131	497290	498814	498117	NEUTRAL	1.0000	0.0000	0.0000
4132	497348	498850	498166	NEUTRAL	1.0000	0.0000	0.0000
4133	497410	498961	498259	NEUTRAL	1.0000	0.0000	0.0000
4134	497468	499102	498333	NEUTRAL	1.0000	0.0000	0.0000
4135	497522	499156	498450	NEUTRAL	1.0000	0.0000	0.0000
4136	497595	499204	498511	NEUTRAL	1.0000	0.0000	0.0000
4137	497684	499269	498564	NEUTRAL	0.9999	0.0000	0.0001
4138	497709	499938	498625	NEUTRAL	1.0000	0.0000	0.0000
4139	497754	500310	498696	NEUTRAL	1.0000	0.0000	0.0000
4140	497819	500406	498724	NEUTRAL	1.0000	0.0000	0.0000
4141	498117	500487	498814	NEUTRAL	1.0000	0.0000	0.0000
4142	498166	500583	498850	NEUTRAL	1.0000	0.0000	0.0000
4143	498259	500644	498961	NEUTRAL	1.0000	0.0000	0.0000
4144	498333	500733	499102	NEUTRAL	1.0000	0.0000	0.0000
4145	498450	500790	499156	NEUTRAL	1.0000	0.0000	0.0000
4146	498511	500849	499204	NEUTRAL	1.0000	0.0000	0.0000
4147	498564	500925	499269	NEUTRAL	1.0000	0.0000	0.0000
4148	498625	500967	499938	NEUTRAL	1.0000	0.0000	0.0000
4149	498696	501073	500310	NEUTRAL	1.0000	0.0000	0.0000
4150	498724	501141	500406	NEUTRAL	1.0000	0.0000	0.0000
4151	498814	501243	500487	NEUTRAL	1.0000	0.0000	0.0000
4152	498850	501372	500583	NEUTRAL	1.0000	0.0000	0.0000
4153	498961	501421	500644	NEUTRAL	1.0000	0.0000	0.0000
4154	499102	501463	500733	NEUTRAL	1.0000	0.0000	0.0000
4155	499156	501556	500790	NEUTRAL	1.0000	0.0000	0.0000
4156	499204	501616	500849	NEUTRAL	1.0000	0.0000	0.0000
4157	499269	501659	500925	NEUTRAL	1.0000	0.0000	0.0000
4158	499938	501745	500967	NEUTRAL	1.0000	0.0000	0.0000
4159	500310	501796	501073	NEUTRAL	0.9993	0.0001	0.0006
4160	500406	501863	501141	NEUTRAL	0.9979	0.0003	0.0018
4161	500487	501984	501243	NEUTRAL	0.9997	0.0000	0.0002
4162	500583	502046	501372	NEUTRAL	0.9999	0.0000	0.0001
4163	500644	502093	501421	NEUTRAL	0.9981	0.0001	0.0018
4164	500733	502141	501463	NEUTRAL	0.9996	0.0000	0.0004
4165	500790	502190	501556	NEUTRAL	0.9983	0.0001	0.0015
4166	500849	502243	501616	NEUTRAL	0.9989	0.0001	0.0010
4167	500925	502309	501659	NEUTRAL	0.9990	0.0002	0.0008
4168	500967	502366	501745	NEUTRAL	0.9978	0.0002	0.0020
4169	501073	502931	501796	NEUTRAL	0.9993	0.0001	0.0006
4170	501141	502973	501863	NEUTRAL	0.9996	0.0000	0.0003
4171	501243	503021	501984	NEUTRAL	0.9995	0.0001	0.0004
4172	501372	503062	502046	NEUTRAL	0.9984	0.0002	0.0014
4173	501421	503110	502093	NEUTRAL	0.9997	0.0000	0.0003
4174	501463	503173	502141	NEUTRAL	0.9989	0.0000	0.0010
4175	501556	503226	502190	NEUTRAL	0.9990	0.0000	0.0009
4176	501616	503270	502243	NEUTRAL	1.0000	0.0000	0.0000
4177	501659	503307	502309	NEUTRAL	1.0000	0.0000	0.0000
4178	501745	503363	502366	NEUTRAL	0.9945	0.0000	0.0055
4179	501796	503439	502931	NEUTRAL	0.9960	0.0000	0.0040
4180	501863	503500	502973	NEUTRAL	0.9998	0.0000	0.0002
4181	501984	503555	503021	NEUTRAL	0.9992	0.0000	0.0008
4182	502046	503604	503062	NEUTRAL	0.9999	0.0000	0.0001
4183	502093	503647	503110	NEUTRAL	0.9991	0.0000	0.0009
4184	502141	503689	503173	NEUTRAL	0.9962	0.0000	0.0037
4185	502190	503768	503226	NEUTRAL	0.9704	0.0000	0.0296
4186	502243	503831	503270	NEUTRAL	0.9997	0.0000	0.0003
4187	502309	503897	503307	NEUTRAL	0.9968	0.0000	0.0032
4188	502366	503978	503363	NEUTRAL	0.9999	0.0000	0.0001
4189	502931	504056	503439	NEUTRAL	1.0000	0.0000	0.0000
4190	502973	504146	503500	NEUTRAL	1.0000	0.0000	0.0000
4191	503021	504203	503555	NEUTRAL	1.0000	0.0000	0.0000
4192	503062	504263	503604	NEUTRAL	1.0000	0.0000	0.0000
4193	503110	504320	503647	NEUTRAL	1.0000	0.0000	0.0000
4194	503173	504369	503689	NEUTRAL	1.0000	0.0000	0.0000
4195	503226	504788	503768	NEUTRAL	1.0000	0.0000	0.0000
4196	503270	504858	503831	NEUTRAL	1.0000	0.0000	0.0000
4197	503307	504918	503897	NEUTRAL	1.0000	0.0000	0.0000
4198	503363	504998	503978	NEUTRAL	1.0000	0.0000	0.0000
4199	503439	505417	504056	NEUTRAL	1.0000	0.0000	0.0000
4200	503500	505543	504146	NEUTRAL	1.0000	0.0000	0.0000
4201	503555	505606	504203	NEUTRAL	1.0000	0.0000	0.0000
4202	503604	505711	504263	NEUTRAL	1.0000	0.0000	0.0000
4203	503647	505786	504320	NEUTRAL	1.0000	0.0000	0.0000
4204	503689	505861	504369	NEUTRAL	1.0000	0.0000	0.0000
4205	503768	505969	504788	NEUTRAL	1.0000	0.0000	0.0000
4206	503831	506053	504858	NEUTRAL	1.0000	0.0000	0.0000
4207	503897	506149	504918	NEUTRAL	1.0000	0.0000	0.0000
4208	503978	506224	504998	NEUTRAL	1.0000	0.0000	0.0000
4209	504056	506269	505417	NEUTRAL	1.0000	0.0000	0.0000
4210	504146	506350	505543	NEUTRAL	1.0000	0.0000	0.0000
4211	504203	506419	505606	NEUTRAL	1.0000	0.0000	0.0000
4212	504263	506479	505711	NEUTRAL	1.0000	0.0000	0.0000
4213	504320	506997	505786	NEUTRAL	1.0000	0.0000	0.0000
4214	504369	507065	505861	NEUTRAL	1.0000	0.0000	0.0000
4215	504788	507158	505969	NEUTRAL	0.9999	0.0000	0.0001
4216	504858	507193	506053	NEUTRAL	1.0000	0.0000	0.0000
4217	504918	507246	506149	NEUTRAL	1.0000	0.0000	0.0000
4218	504998	507356	506224	NEUTRAL	1.0000	0.0000	0.0000
4219	505417	507413	506269	NEUTRAL	0.9990	0.0000	0.0010
4220	505543	507457	506350	NEUTRAL	0.9996	0.0000	0.0004
4221	505606	508015	506419	NEUTRAL	0.9933	0.0000	0.0067
4222	505711	508111	506479	NEUTRAL	0.9569	0.0000	0.0431
4223	505786	508201	506997	NEUTRAL	0.9951	0.0000	0.0049
4224	505861	508324	507065	NEUTRAL	0.9911	0.0000	0.0089
4225	505969	508429	507158	NEUTRAL	0.9990	0.0000	0.0010
4226	506053	508498	507193	NEUTRAL	0.9997	0.0000	0.0003
4227	506149	508558	507246	NEUTRAL	0.9968	0.0000	0.0032
4228	506224	508630	507356	NEUTRAL	0.7429	0.0001	0.2570
4229	506269	508934	507413	NEUTRAL	0.9847	0.0000	0.0152
4230	506350	509024	507457	NEUTRAL	0.5912	0.0001	0.4087
4231	506419	509117	508015	SOFT	0.2900	0.0002	0.7098
4232	506479	509183	508111	NEUTRAL	1.0000	0.0000	0.0000
4233	506997	509240	508201	SOFT	0.0036	0.0000	0.9964
4234	507065	509402	508324	SOFT	0.4658	0.0001	0.5341
4235	507158	509516	508429	NEUTRAL	0.5593	0.0002	0.4405
4236	507193	509635	508498	NEUTRAL	0.9261	0.0001	0.0738
4237	507246	509741	508558	NEUTRAL	0.9878	0.0000	0.0122
4238	507356	510113	508630	NEUTRAL	0.9952	0.0000	0.0048
4239	507413	510198	508934	NEUTRAL	0.9997	0.0000	0.0003
4240	507457	510267	509024	NEUTRAL	1.0000	0.0000	0.0000
4241	508015	510383	509117	NEUTRAL	1.0000	0.0000	0.0000
4242	508111	510467	509183	NEUTRAL	1.0000	0.0000	0.0000
4243	508201	510504	509240	NEUTRAL	1.0000	0.0000	0.0000
4244	508324	510582	509402	NEUTRAL	1.0000	0.0000	0.0000
4245	508429	510621	509516	NEUTRAL	0.9996	0.0000	0.0004
4246	508498	510693	509635	NEUTRAL	0.9999	0.0000	0.0001
4247	508558	510740	509741	NEUTRAL	0.9997	0.0000	0.0003
4248	508630	510849	510113	NEUTRAL	1.0000	0.0000	0.0000
4249	508934	510948	510198	NEUTRAL	0.9999	0.0000	0.0001
4250	509024	511011	510267	NEUTRAL	0.9999	0.0000	0.0001
4251	509117	511534	510383	NEUTRAL	0.9999	0.0000	0.0001
4252	509183	511642	510467	NEUTRAL	1.0000	0.0000	0.0000
4253	509240	511729	510504	NEUTRAL	1.0000	0.0000	0.0000
4254	509402	511822	510582	NEUTRAL	1.0000	0.0000	0.0000
4255	509516	511906	510621	NEUTRAL	1.0000	0.0000	0.0000
4256	509635	511942	510693	NEUTRAL	1.0000	0.0000	0.0000
4257	509741	512035	510740	NEUTRAL	1.0000	0.0000	0.0000
4258	510113	512152	510849	NEUTRAL	1.0000	0.0000	0.0000
4259	510198	512238	510948	NEUTRAL	1.0000	0.0000	0.0000
4260	510267	512272	511011	NEUTRAL	1.0000	0.0000	0.0000
4261	510383	512338	511534	NEUTRAL	1.0000	0.0000	0.0000
4262	510467	512742	511642	NEUTRAL	1.0000	0.0000	0.0000
4263	510504	512889	511729	NEUTRAL	1.0000	0.0000	0.0000
4264	510582	512993	511822	NEUTRAL	1.0000	0.0000	0.0000
4265	510621	513089	511906	NEUTRAL	1.0000	0.0000	0.0000
4266	510693	513163	511942	NEUTRAL	1.0000	0.0000	0.0000
4267	510740	513673	512035	NEUTRAL	1.0000	0.0000	0.0000
4268	510849	513747	512152	NEUTRAL	1.0000	0.0000	0.0000
4269	510948	513835	512238	NEUTRAL	1.0000	0.0000	0.0000
4270	511011	513937	512272	NEUTRAL	1.0000	0.0000	0.0000
4271	511534	514006	512338	NEUTRAL	1.0000	0.0000	0.0000
4272	511642	514127	512742	NEUTRAL	1.0000	0.0000	0.0000
4273	511729	514243	512889	NEUTRAL	1.0000	0.0000	0.0000
4274	511822	514339	512993	NEUTRAL	1.0000	0.0000	0.0000
4275	511906	514402	513089	NEUTRAL	1.0000	0.0000	0.0000
4276	511942	514498	513163	NEUTRAL	1.0000	0.0000	0.0000
4277	512035	514628	513673	NEUTRAL	1.0000	0.0000	0.0000
4278	512152	514717	513747	NEUTRAL	1.0000	0.0000	0.0000
4279	512238	514802	513835	NEUTRAL	1.0000	0.0000	0.0000
4280	512272	514879	513937	NEUTRAL	1.0000	0.0000	0.0000
4281	512338	514985	514006	NEUTRAL	1.0000	0.0000	0.0000
4282	512742	515166	514127	NEUTRAL	1.0000	0.0000	0.0000
4283	512889	515311	514243	NEUTRAL	1.0000	0.0000	0.0000
4284	512993	515385	514339	NEUTRAL	1.0000	0.0000	0.0000
4285	513089	515476	514402	NEUTRAL	1.0000	0.0000	0.0000
4286	513163	515545	514498	NEUTRAL	1.0000	0.0000	0.0000
4287	513673	515661	514628	NEUTRAL	0.9999	0.0000	0.0001
4288	513747	515738	514717	NEUTRAL	0.9992	0.0002	0.0006
4289	513835	515831	514802	NEUTRAL	0.9996	0.0001	0.0003
4290	513937	515927	514879	NEUTRAL	0.9949	0.0019	0.0032
4291	514006	516074	514985	NEUTRAL	0.9988	0.0003	0.0009
4292	514127	516175	515166	NEUTRAL	0.9964	0.0011	0.0025
4293	514243	516354	515311	NEUTRAL	0.9983	0.0007	0.0010
4294	514339	516465	515385	NEUTRAL	0.9974	0.0009	0.0017
4295	514402	516626	515476	NEUTRAL	0.9976	0.0006	0.0018
4296	514498	516794	515545	NEUTRAL	0.9817	0.0060	0.0123
4297	514628	516875	515661	NEUTRAL	0.9965	0.0010	0.0025
4298	514717	516992	515738	NEUTRAL	0.9948	0.0020	0.0033
4299	514802	517061	515831	NEUTRAL	0.9995	0.0002	0.0003
4300	514879	517151	515927	NEUTRAL	0.9993	0.0001	0.0005
4301	514985	517229	516074	NEUTRAL	0.9999	0.0000	0.0001
4302	515166	517394	516175	NEUTRAL	0.9998	0.0001	0.0001
4303	515311	517827	516354	NEUTRAL	0.9947	0.0006	0.0047
4304	515385	517896	516465	NEUTRAL	0.9977	0.0005	0.0019
4305	515476	517971	516626	NEUTRAL	0.9997	0.0000	0.0002
4306	515545	518034	516794	NEUTRAL	1.0000	0.0000	0.0000
4307	515661	518106	516875	NEUTRAL	1.0000	0.0000	0.0000
4308	515738	518166	516992	NEUTRAL	0.9999	0.0000	0.0001
4309	515831	518246	517061	NEUTRAL	1.0000	0.0000	0.0000
4310	515927	518322	517151	NEUTRAL	0.9999	0.0000	0.0001
4311	516074	518379	517229	NEUTRAL	1.0000	0.0000	0.0000
4312	516175	518508	517394	NEUTRAL	0.9999	0.0000	0.0001
4313	516354	518604	517827	NEUTRAL	0.9999	0.0000	0.0001
4314	516465	518880	517896	NEUTRAL	1.0000	0.0000	0.0000
4315	516626	518928	517971	NEUTRAL	0.9999	0.0000	0.0001
4316	516794	518984	518034	NEUTRAL	1.0000	0.0000	0.0000
4317	516875	519045	518106	NEUTRAL	0.9999	0.0000	0.0001
4318	516992	519087	518166	NEUTRAL	1.0000	0.0000	0.0000
4319	517061	519141	518246	NEUTRAL	1.0000	0.0000	0.0000
4320	517151	519199	518322	NEUTRAL	1.0000	0.0000	0.0000
4321	517229	519277	518379	NEUTRAL	1.0000	0.0000	0.0000
4322	517394	519309	518508	NEUTRAL	1.0000	0.0000	0.0000
4323	517827	519398	518604	NEUTRAL	1.0000	0.0000	0.0000
4324	517896	519486	518880	NEUTRAL	1.0000	0.0000	0.0000
4325	517971	519553	518928	NEUTRAL	1.0000	0.0000	0.0000
4326	518034	520035	518984	NEUTRAL	1.0000	0.0000	0.0000
4327	518106	520140	519045	NEUTRAL	1.0000	0.0000	0.0000
4328	518166	520192	519087	NEUTRAL	1.0000	0.0000	0.0000
4329	518246	520251	519141	NEUTRAL	1.0000	0.0000	0.0000
4330	518322	520280	519199	NEUTRAL	1.0000	0.0000	0.0000
4331	518379	520322	519277	NEUTRAL	1.0000	0.0000	0.0000
4332	518508	520534	519309	NEUTRAL	1.0000	0.0000	0.0000
4333	518604	520637	519398	NEUTRAL	1.0000	0.0000	0.0000
4334	518880	520743	519486	NEUTRAL	1.0000	0.0000	0.0000
4335	518928	520841	519553	NEUTRAL	1.0000	0.0000	0.0000
4336	518984	520996	520035	NEUTRAL	1.0000	0.0000	0.0000
4337	519045	521038	520140	NEUTRAL	1.0000	0.0000	0.0000
4338	519087	521096	520192	NEUTRAL	1.0000	0.0000	0.0000
4339	519141	521149	520251	NEUTRAL	1.0000	0.0000	0.0000
4340	519199	521232	520280	NEUTRAL	1.0000	0.0000	0.0000
4341	519277	521390	520322	NEUTRAL	1.0000	0.0000	0.0000
4342	519309	521502	520534	NEUTRAL	1.0000	0.0000	0.0000
4343	519398	521618	520637	NEUTRAL	1.0000	0.0000	0.0000
4344	519486	521715	520743	NEUTRAL	1.0000	0.0000	0.0000
4345	519553	521780	520841	NEUTRAL	1.0000	0.0000	0.0000
4346	520035	521808	520996	NEUTRAL	1.0000	0.0000	0.0000
4347	520140	521853	521038	NEUTRAL	1.0000	0.0000	0.0000
4348	520192	521924	521096	NEUTRAL	1.0000	0.0000	0.0000
4349	520251	522079	521149	NEUTRAL	1.0000	0.0000	0.0000
4350	520280	522362	521232	NEUTRAL	1.0000	0.0000	0.0000
4351	520322	522430	521390	NEUTRAL	1.0000	0.0000	0.0000
4352	520534	522484	521502	NEUTRAL	1.0000	0.0000	0.0000
4353	520637	522584	521618	NEUTRAL	1.0000	0.0000	0.0000
4354	520743	522635	521715	NEUTRAL	1.0000	0.0000	0.0000
4355	520841	522731	521780	NEUTRAL	1.0000	0.0000	0.0000
4356	520996	522784	521808	NEUTRAL	1.0000	0.0000	0.0000
4357	521038	522848	521853	NEUTRAL	1.0000	0.0000	0.0000
4358	521096	522888	521924	NEUTRAL	1.0000	0.0000	0.0000
4359	521149	522969	522079	NEUTRAL	1.0000	0.0000	0.0000
4360	521232	523019	522362	NEUTRAL	1.0000	0.0000	0.0000
4361	521390	523083	522430	NEUTRAL	1.0000	0.0000	0.0000
4362	521502	523158	522484	NEUTRAL	1.0000	0.0000	0.0000
4363	521618	523202	522584	NEUTRAL	1.0000	0.0000	0.0000
4364	521715	523258	522635	NEUTRAL	1.0000	0.0000	0.0000
4365	521780	523351	522731	NEUTRAL	1.0000	0.0000	0.0000
4366	521808	523438	522784	NEUTRAL	1.0000	0.0000	0.0000
4367	521853	523498	522848	NEUTRAL	1.0000	0.0000	0.0000
4368	521924	523583	522888	NEUTRAL	1.0000	0.0000	0.0000
4369	522079	523714	522969	NEUTRAL	1.0000	0.0000	0.0000
4370	522362	523764	523019	NEUTRAL	1.0000	0.0000	0.0000
4371	522430	523843	523083	NEUTRAL	1.0000	0.0000	0.0000
4372	522484	523876	523158	NEUTRAL	1.0000	0.0000	0.0000
4373	522584	523928	523202	NEUTRAL	1.0000	0.0000	0.0000
4374	522635	524002	523258	NEUTRAL	1.0000	0.0000	0.0000
4375	522731	524044	523351	NEUTRAL	1.0000	0.0000	0.0000
4376	522784	524112	523438	NEUTRAL	1.0000	0.0000	0.0000
4377	522848	524186	523498	NEUTRAL	1.0000	0.0000	0.0000
4378	522888	524266	523583	NEUTRAL	1.0000	0.0000	0.0000
4379	522969	524321	523714	NEUTRAL	1.0000	0.0000	0.0000
4380	523019	524396	523764	NEUTRAL	1.0000	0.0000	0.0000
4381	523083	524476	523843	NEUTRAL	1.0000	0.0000	0.0000
4382	523158	524518	523876	NEUTRAL	1.0000	0.0000	0.0000
4383	523202	524569	523928	NEUTRAL	1.0000	0.0000	0.0000
4384	523258	524659	524002	NEUTRAL	1.0000	0.0000	0.0000
4385	523351	524702	524044	NEUTRAL	1.0000	0.0000	0.0000
4386	523438	524755	524112	NEUTRAL	1.0000	0.0000	0.0000
4387	523498	524821	524186	NEUTRAL	1.0000	0.0000	0.0000
4388	523583	524873	524266	NEUTRAL	1.0000	0.0000	0.0000
4389	523714	524958	524321	NEUTRAL	1.0000	0.0000	0.0000
4390	523764	525047	524396	NEUTRAL	1.0000	0.0000	0.0000
4391	523843	525092	524476	NEUTRAL	1.0000	0.0000	0.0000
4392	523876	525172	524518	NEUTRAL	1.0000	0.0000	0.0000
4393	523928	525254	524569	NEUTRAL	1.0000	0.0000	0.0000
4394	524002	525337	524659	NEUTRAL	1.0000	0.0000	0.0000
4395	524044	525390	524702	NEUTRAL	1.0000	0.0000	0.0000
4396	524112	525485	524755	NEUTRAL	1.0000	0.0000	0.0000
4397	524186	525586	524821	NEUTRAL	1.0000	0.0000	0.0000
4398	524266	525687	524873	NEUTRAL	1.0000	0.0000	0.0000
4399	524321	525822	524958	NEUTRAL	1.0000	0.0000	0.0000
4400	524396	525901	525047	NEUTRAL	1.0000	0.0000	0.0000
4401	524476	526051	525092	NEUTRAL	1.0000	0.0000	0.0000
4402	524518	526120	525172	NEUTRAL	1.0000	0.0000	0.0000
4403	524569	526223	525254	NEUTRAL	1.0000	0.0000	0.0000
4404	524659	526330	525337	NEUTRAL	1.0000	0.0000	0.0000
4405	524702	526381	525390	NEUTRAL	1.0000	0.0000	0.0000
4406	524755	526455	525485	NEUTRAL	1.0000	0.0000	0.0000
4407	524821	526553	525586	NEUTRAL	1.0000	0.0000	0.0000
4408	524873	526678	525687	NEUTRAL	1.0000	0.0000	0.0000
4409	524958	526768	525822	NEUTRAL	1.0000	0.0000	0.0000
4410	525047	526826	525901	NEUTRAL	1.0000	0.0000	0.0000
4411	525092	526879	526051	NEUTRAL	1.0000	0.0000	0.0000
4412	525172	526974	526120	NEUTRAL	1.0000	0.0000	0.0000
4413	525254	527059	526223	NEUTRAL	1.0000	0.0000	0.0000
4414	525337	527164	526330	NEUTRAL	1.0000	0.0000	0.0000
4415	525390	527275	526381	NEUTRAL	1.0000	0.0000	0.0000
4416	525485	527404	526455	NEUTRAL	1.0000	0.0000	0.0000
4417	525586	527480	526553	NEUTRAL	1.0000	0.0000	0.0000
4418	525687	527630	526678	NEUTRAL	1.0000	0.0000	0.0000
4419	525822	527804	526768	NEUTRAL	1.0000	0.0000	0.0000
4420	525901	527906	526826	NEUTRAL	1.0000	0.0000	0.0000
4421	526051	528017	526879	NEUTRAL	1.0000	0.0000	0.0000
4422	526120	528097	526974	NEUTRAL	1.0000	0.0000	0.0000
4423	526223	528178	527059	NEUTRAL	1.0000	0.0000	0.0000
4424	526330	528285	527164	NEUTRAL	1.0000	0.0000	0.0000
4425	526381	528409	527275	NEUTRAL	1.0000	0.0000	0.0000
4426	526455	528436	527404	NEUTRAL	1.0000	0.0000	0.0000
4427	526553	528551	527480	NEUTRAL	1.0000	0.0000	0.0000
4428	526678	528678	527630	NEUTRAL	1.0000	0.0000	0.0000
4429	526768	528875	527804	NEUTRAL	1.0000	0.0000	0.0000
4430	526826	528953	527906	NEUTRAL	1.0000	0.0000	0.0000
4431	526879	529067	528017	NEUTRAL	1.0000	0.0000	0.0000
4432	526974	529145	528097	NEUTRAL	1.0000	0.0000	0.0000
4433	527059	529229	528178	NEUTRAL	1.0000	0.0000	0.0000
4434	527164	529289	528285	NEUTRAL	1.0000	0.0000	0.0000
4435	527275	529346	528409	NEUTRAL	1.0000	0.0000	0.0000
4436	527404	529464	528436	NEUTRAL	1.0000	0.0000	0.0000
4437	527480	529529	528551	NEUTRAL	1.0000	0.0000	0.0000
4438	527630	529583	528678	NEUTRAL	1.0000	0.0000	0.0000
4439	527804	529644	528875	NEUTRAL	1.0000	0.0000	0.0000
4440	527906	529676	528953	NEUTRAL	1.0000	0.0000	0.0000
4441	528017	529795	529067	NEUTRAL	1.0000	0.0000	0.0000
4442	528097	529906	529145	NEUTRAL	1.0000	0.0000	0.0000
4443	528178	530024	529229	NEUTRAL	1.0000	0.0000	0.0000
4444	528285	530132	529289	NEUTRAL	1.0000	0.0000	0.0000
4445	528409	530186	529346	NEUTRAL	1.0000	0.0000	0.0000
4446	528436	530279	529464	NEUTRAL	1.0000	0.0000	0.0000
4447	528551	530378	529529	NEUTRAL	1.0000	0.0000	0.0000
4448	528678	530471	529583	NEUTRAL	1.0000	0.0000	0.0000
4449	528875	530564	529644	NEUTRAL	1.0000	0.0000	0.0000
4450	528953	530648	529676	NEUTRAL	1.0000	0.0000	0.0000
4451	529067	530714	529795	NEUTRAL	1.0000	0.0000	0.0000
4452	529145	530795	529906	NEUTRAL	1.0000	0.0000	0.0000
4453	529229	530869	530024	NEUTRAL	1.0000	0.0000	0.0000
4454	529289	531038	530132	NEUTRAL	0.9727	0.0000	0.0273
4455	529346	531458	530186	NEUTRAL	0.9721	0.0001	0.0278
4456	529464	531521	530279	NEUTRAL	0.9944	0.0000	0.0056
4457	529529	531620	530378	NEUTRAL	0.9999	0.0000	0.0001
4458	529583	531794	530471	NEUTRAL	0.9986	0.0000	0.0014
4459	529644	531881	530564	NEUTRAL	1.0000	0.0000	0.0000
4460	529676	531986	530648	NEUTRAL	0.9999	0.0000	0.0001
